transaction_id,customer_id,timestamp,amount,merchant_category,beneficiary_id,fraud_label
TX_000060,CUST_0043,12-01-2026 06:23,144.24,shopping_online,BENEF_0129,0.0
TX_000061,CUST_0030,12-01-2026 06:48,46.75,electronics,BENEF_0196,0.0
TX_000062,CUST_0029,12-01-2026 08:16,274.41,shopping_online,BENEF_0149,0.0
TX_000063,CUST_0063,12-01-2026 09:12,389.54,shopping_online,BENEF_0170,0.0
TX_000064,CUST_0017,12-01-2026 09:41,300.14,electronics,BENEF_0110,0.0
TX_000065,CUST_0086,12-01-2026 10:17,176.93,shopping_online,BENEF_0040,0.0
TX_000066,CUST_0091,12-01-2026 11:04,268.04,shopping_online,BENEF_0243,0.0
TX_000067,CUST_0053,12-01-2026 12:25,119.81,electronics,BENEF_0134,0.0
TX_000068,CUST_0066,12-01-2026 12:57,155.83,grocery_pos,BENEF_0228,0.0
TX_000069,CUST_0062,12-01-2026 13:18,378.02,electronics,BENEF_0223,0.0
TX_000070,CUST_0054,12-01-2026 14:12,3937.47,electronics,BENEF_SUSP_9797,1.0
TX_000071,CUST_0001,12-01-2026 15:18,78.67,dining,BENEF_0059,0.0
TX_000072,CUST_0015,12-01-2026 16:25,318.21,utilities,BENEF_0075,0.0
TX_000073,CUST_0033,12-01-2026 16:49,321.76,travel_flight,BENEF_0057,0.0
TX_000074,CUST_0076,12-01-2026 18:01,95.72,shopping_online,BENEF_0048,0.0
TX_000075,CUST_0036,12-01-2026 18:35,394.76,shopping_online,BENEF_0047,0.0
TX_000076,CUST_0068,12-01-2026 19:42,372.46,shopping_online,BENEF_0123,0.0
TX_000077,CUST_0012,12-01-2026 20:38,418.72,dining,BENEF_0222,0.0
TX_000078,CUST_0028,12-01-2026 22:08,365.45,dining,BENEF_0092,0.0
TX_000079,CUST_0033,12-01-2026 23:19,379.24,utilities,BENEF_0236,0.0
TX_000080,CUST_0004,13-01-2026 00:02,21.14,shopping_online,BENEF_0027,0.0
TX_000081,CUST_0057,13-01-2026 00:51,249.74,grocery_pos,BENEF_0129,0.0
TX_000082,CUST_0027,13-01-2026 01:13,131.85,utilities,BENEF_0223,0.0
TX_000083,CUST_0069,13-01-2026 01:59,68.66,dining,BENEF_0083,0.0
TX_000084,CUST_0098,13-01-2026 02:41,423.84,electronics,BENEF_0124,0.0
TX_000085,CUST_0054,13-01-2026 03:03,255.87,p2p_transfer,BENEF_0202,0.0
TX_000086,CUST_0094,13-01-2026 03:42,214.41,electronics,BENEF_0108,0.0
TX_000087,CUST_0072,13-01-2026 04:41,200.92,travel_flight,BENEF_0165,0.0
TX_000088,CUST_0027,13-01-2026 05:22,418.33,shopping_online,BENEF_0193,0.0
TX_000089,CUST_0017,13-01-2026 06:07,377.54,shopping_online,BENEF_0067,0.0
TX_000090,CUST_0098,13-01-2026 07:24,386.1,dining,BENEF_0162,0.0
TX_000091,CUST_0029,13-01-2026 08:38,112.67,utilities,BENEF_0105,0.0
TX_000092,CUST_0043,13-01-2026 09:23,269.76,shopping_online,BENEF_0027,0.0
TX_000093,CUST_0005,13-01-2026 10:04,300.75,utilities,BENEF_0089,0.0
TX_000094,CUST_0014,13-01-2026 11:10,295.15,travel_flight,BENEF_0116,0.0
TX_000095,CUST_0027,13-01-2026 12:17,17.51,travel_flight,BENEF_0152,0.0
TX_000096,CUST_0022,13-01-2026 13:39,164.62,shopping_online,BENEF_0190,0.0
TX_000097,CUST_0025,13-01-2026 14:45,2589.37,p2p_transfer,BENEF_SUSP_9955,1.0
TX_000098,CUST_0087,13-01-2026 15:45,156.81,shopping_online,BENEF_0033,0.0
TX_000099,CUST_0032,13-01-2026 17:08,52.02,shopping_online,BENEF_0099,0.0
TX_000100,CUST_0052,13-01-2026 17:59,333.33,utilities,BENEF_0021,0.0
TX_000101,CUST_0065,13-01-2026 18:33,158.01,utilities,BENEF_0080,0.0
TX_000102,CUST_0093,13-01-2026 19:02,335.21,electronics,BENEF_0176,0.0
TX_000103,CUST_0006,13-01-2026 19:38,105.83,p2p_transfer,BENEF_0218,0.0
TX_000104,CUST_0070,13-01-2026 20:22,319.66,travel_flight,BENEF_0061,0.0
TX_000105,CUST_0009,13-01-2026 21:02,434.16,utilities,BENEF_0213,0.0
TX_000106,CUST_0074,13-01-2026 22:20,17.49,dining,BENEF_0034,0.0
TX_000107,CUST_0015,13-01-2026 23:02,100.02,utilities,BENEF_0070,0.0
TX_000108,CUST_0049,14-01-2026 00:02,102.47,shopping_online,BENEF_0088,0.0
TX_000109,CUST_0030,14-01-2026 00:42,439.84,grocery_pos,BENEF_0015,0.0
TX_000110,CUST_0041,14-01-2026 00:57,89.78,travel_flight,BENEF_0050,0.0
TX_000111,CUST_0048,14-01-2026 02:02,287.28,shopping_online,BENEF_0022,0.0
TX_000112,CUST_0001,14-01-2026 02:28,443.25,utilities,BENEF_0146,0.0
TX_000113,CUST_0002,14-01-2026 02:43,278.15,p2p_transfer,BENEF_0041,0.0
TX_000114,CUST_0076,14-01-2026 03:05,436.16,p2p_transfer,BENEF_0043,0.0
TX_000115,CUST_0078,14-01-2026 04:20,80.44,travel_flight,BENEF_0036,0.0
TX_000116,CUST_0027,14-01-2026 04:40,358.8,dining,BENEF_0015,0.0
TX_000117,CUST_0033,14-01-2026 05:47,382.97,grocery_pos,BENEF_0177,0.0
TX_000118,CUST_0058,14-01-2026 06:40,246.1,grocery_pos,BENEF_0069,0.0
TX_000119,CUST_0060,14-01-2026 07:35,97.59,p2p_transfer,BENEF_0079,0.0
TX_000120,CUST_0068,14-01-2026 08:59,188.46,p2p_transfer,BENEF_0062,0.0
TX_000121,CUST_0035,14-01-2026 09:39,431.09,shopping_online,BENEF_0163,0.0
TX_000122,CUST_0083,14-01-2026 10:49,4411.62,electronics,BENEF_SUSP_9387,1.0
TX_000123,CUST_0030,14-01-2026 11:38,307.23,electronics,BENEF_0152,0.0
TX_000124,CUST_0079,14-01-2026 12:11,325.16,grocery_pos,BENEF_0007,0.0
TX_000125,CUST_0049,14-01-2026 12:55,293.46,electronics,BENEF_0141,0.0
TX_000126,CUST_0044,14-01-2026 13:20,223.81,grocery_pos,BENEF_0089,0.0
TX_000127,CUST_0083,14-01-2026 14:50,392.88,travel_flight,BENEF_0187,0.0
TX_000128,CUST_0008,14-01-2026 16:05,2757.31,electronics,BENEF_SUSP_9817,1.0
TX_000129,CUST_0030,14-01-2026 16:40,54.68,dining,BENEF_0175,0.0
TX_000130,CUST_0048,14-01-2026 16:58,313.47,utilities,BENEF_0082,0.0
TX_000131,CUST_0072,14-01-2026 17:28,170.75,shopping_online,BENEF_0150,0.0
TX_000132,CUST_0088,14-01-2026 18:44,34.72,electronics,BENEF_0001,0.0
TX_000133,CUST_0083,14-01-2026 19:56,251.72,p2p_transfer,BENEF_0060,0.0
TX_000134,CUST_0047,14-01-2026 20:35,409.58,travel_flight,BENEF_0076,0.0
TX_000135,CUST_0097,14-01-2026 21:01,3637.07,travel_flight,BENEF_SUSP_9785,1.0
TX_000136,CUST_0082,14-01-2026 22:19,94.71,utilities,BENEF_0105,0.0
TX_000137,CUST_0093,14-01-2026 23:41,174.59,electronics,BENEF_0242,0.0
TX_000138,CUST_0019,15-01-2026 00:41,183.41,dining,BENEF_0216,0.0
TX_000139,CUST_0073,15-01-2026 01:11,371.09,p2p_transfer,BENEF_0233,0.0
TX_000140,CUST_0012,15-01-2026 02:14,362.26,grocery_pos,BENEF_0237,0.0
TX_000141,CUST_0036,15-01-2026 03:26,384.24,grocery_pos,BENEF_0080,0.0
TX_000142,CUST_0035,15-01-2026 04:49,339.01,shopping_online,BENEF_0097,0.0
TX_000143,CUST_0031,15-01-2026 05:42,443.9,p2p_transfer,BENEF_0209,0.0
TX_000144,CUST_0060,15-01-2026 06:38,374.74,utilities,BENEF_0051,0.0
TX_000145,CUST_0056,15-01-2026 07:06,133.51,dining,BENEF_0082,0.0
TX_000146,CUST_0075,15-01-2026 07:51,227.62,dining,BENEF_0042,0.0
TX_000147,CUST_0022,15-01-2026 08:47,1778.61,electronics,BENEF_SUSP_9002,1.0
TX_000148,CUST_0060,15-01-2026 10:03,147.48,dining,BENEF_0176,0.0
TX_000149,CUST_0094,15-01-2026 10:35,153.12,shopping_online,BENEF_0044,0.0
TX_000150,CUST_0064,15-01-2026 10:50,158.2,dining,BENEF_0144,0.0
TX_000151,CUST_0041,15-01-2026 12:15,410.1,electronics,BENEF_0147,0.0
TX_000152,CUST_0018,15-01-2026 12:38,104.19,travel_flight,BENEF_0039,0.0
TX_000153,CUST_0022,15-01-2026 13:56,90.28,travel_flight,BENEF_0061,0.0
TX_000154,CUST_0048,15-01-2026 15:07,332.23,p2p_transfer,BENEF_0026,0.0
TX_000155,CUST_0017,15-01-2026 15:47,320.28,grocery_pos,BENEF_0145,0.0
TX_000156,CUST_0088,15-01-2026 16:54,15.45,grocery_pos,BENEF_0030,0.0
TX_000157,CUST_0064,15-01-2026 18:16,150.13,p2p_transfer,BENEF_0133,0.0
TX_000158,CUST_0058,15-01-2026 19:38,300.22,utilities,BENEF_0180,0.0
TX_000159,CUST_0085,15-01-2026 19:53,226.16,grocery_pos,BENEF_0081,0.0
TX_000160,CUST_0001,15-01-2026 20:18,153.61,p2p_transfer,BENEF_0169,0.0
TX_000161,CUST_0026,15-01-2026 21:01,27.55,grocery_pos,BENEF_0129,0.0
TX_000162,CUST_0034,15-01-2026 22:16,298.51,p2p_transfer,BENEF_0137,0.0
TX_000163,CUST_0014,15-01-2026 23:41,180.93,utilities,BENEF_0238,0.0
TX_000164,CUST_0008,16-01-2026 00:29,277.62,shopping_online,BENEF_0189,0.0
TX_000165,CUST_0100,16-01-2026 01:47,135.05,grocery_pos,BENEF_0189,0.0
TX_000166,CUST_0046,16-01-2026 02:52,399.81,grocery_pos,BENEF_0176,0.0
TX_000167,CUST_0049,16-01-2026 03:52,363.31,shopping_online,BENEF_0152,0.0
TX_000168,CUST_0079,16-01-2026 05:17,191.71,utilities,BENEF_0159,0.0
TX_000169,CUST_0083,16-01-2026 06:27,193.93,shopping_online,BENEF_0118,0.0
TX_000170,CUST_0079,16-01-2026 07:16,62.52,grocery_pos,BENEF_0247,0.0
TX_000171,CUST_0063,16-01-2026 08:36,211.66,shopping_online,BENEF_0080,0.0
TX_000172,CUST_0066,16-01-2026 09:08,180.39,shopping_online,BENEF_0129,0.0
TX_000173,CUST_0020,16-01-2026 09:37,317.85,dining,BENEF_0117,0.0
TX_000174,CUST_0096,16-01-2026 09:58,324.5,shopping_online,BENEF_0061,0.0
TX_000175,CUST_0013,16-01-2026 11:04,324.23,p2p_transfer,BENEF_0150,0.0
TX_000176,CUST_0056,16-01-2026 11:21,289.33,travel_flight,BENEF_0196,0.0
TX_000177,CUST_0034,16-01-2026 12:16,344.78,p2p_transfer,BENEF_0221,0.0
TX_000178,CUST_0046,16-01-2026 13:38,93.48,utilities,BENEF_0101,0.0
TX_000179,CUST_0019,16-01-2026 14:25,215.12,shopping_online,BENEF_0058,0.0
TX_000180,CUST_0054,16-01-2026 15:55,229.18,dining,BENEF_0198,0.0
TX_000181,CUST_0026,16-01-2026 16:38,398.8,electronics,BENEF_0174,0.0
TX_000182,CUST_0008,16-01-2026 17:21,320.46,grocery_pos,BENEF_0103,0.0
TX_000183,CUST_0075,16-01-2026 18:25,380.71,p2p_transfer,BENEF_0229,0.0
TX_000184,CUST_0009,16-01-2026 18:44,428.38,electronics,BENEF_0115,0.0
TX_000185,CUST_0006,16-01-2026 19:18,53.53,electronics,BENEF_0160,0.0
TX_000186,CUST_0013,16-01-2026 19:34,387.21,utilities,BENEF_0192,0.0
TX_000187,CUST_0053,16-01-2026 19:59,410.68,electronics,BENEF_0108,0.0
TX_000188,CUST_0015,16-01-2026 20:23,71.76,p2p_transfer,BENEF_0181,0.0
TX_000189,CUST_0071,16-01-2026 20:49,205.74,travel_flight,BENEF_0072,0.0
TX_000190,CUST_0060,16-01-2026 21:21,148.4,grocery_pos,BENEF_0125,0.0
TX_000191,CUST_0007,16-01-2026 22:01,91.72,electronics,BENEF_0002,0.0
TX_000192,CUST_0033,16-01-2026 22:19,412.62,utilities,BENEF_0149,0.0
TX_000193,CUST_0003,16-01-2026 23:19,171.62,shopping_online,BENEF_0082,0.0
TX_000194,CUST_0097,17-01-2026 00:30,377.67,electronics,BENEF_0067,0.0
TX_000195,CUST_0080,17-01-2026 01:27,422.63,grocery_pos,BENEF_0010,0.0
TX_000196,CUST_0036,17-01-2026 01:53,1567.79,grocery_pos,BENEF_SUSP_9104,1.0
TX_000197,CUST_0034,17-01-2026 03:08,268.96,dining,BENEF_0184,0.0
TX_000198,CUST_0045,17-01-2026 03:59,136.22,shopping_online,BENEF_0115,0.0
TX_000199,CUST_0047,17-01-2026 04:44,426.94,utilities,BENEF_0080,0.0
TX_000200,CUST_0051,17-01-2026 05:29,227.53,shopping_online,BENEF_0164,0.0
TX_000201,CUST_0034,17-01-2026 06:50,52.29,shopping_online,BENEF_0118,0.0
TX_000202,CUST_0079,17-01-2026 08:12,318.23,dining,BENEF_0037,0.0
TX_000203,CUST_0082,17-01-2026 08:58,133.68,travel_flight,BENEF_0234,0.0
TX_000204,CUST_0004,17-01-2026 10:01,274.77,travel_flight,BENEF_0024,0.0
TX_000205,CUST_0085,17-01-2026 11:15,143.37,grocery_pos,BENEF_0019,0.0
TX_000206,CUST_0083,17-01-2026 11:40,427.36,dining,BENEF_0013,0.0
TX_000207,CUST_0090,17-01-2026 12:25,418.89,dining,BENEF_0070,0.0
TX_000208,CUST_0056,17-01-2026 13:52,424.71,shopping_online,BENEF_0216,0.0
TX_000209,CUST_0088,17-01-2026 15:17,416.11,travel_flight,BENEF_0001,0.0
TX_000210,CUST_0033,17-01-2026 15:53,423.84,travel_flight,BENEF_0199,0.0
TX_000211,CUST_0026,17-01-2026 16:33,179.26,shopping_online,BENEF_0021,0.0
TX_000212,CUST_0023,17-01-2026 17:02,127.59,travel_flight,BENEF_0113,0.0
TX_000213,CUST_0084,17-01-2026 17:39,318.8,utilities,BENEF_0035,0.0
TX_000214,CUST_0094,17-01-2026 18:11,202.26,dining,BENEF_0020,0.0
TX_000215,CUST_0049,17-01-2026 19:16,102.07,p2p_transfer,BENEF_0016,0.0
TX_000216,CUST_0063,17-01-2026 20:38,146.54,dining,BENEF_0230,0.0
TX_000217,CUST_0023,17-01-2026 21:10,291.26,dining,BENEF_0019,0.0
TX_000218,CUST_0012,17-01-2026 21:29,436.04,utilities,BENEF_0003,0.0
TX_000219,CUST_0016,17-01-2026 22:04,431.48,dining,BENEF_0122,0.0
TX_000220,CUST_0047,17-01-2026 22:39,210.61,travel_flight,BENEF_0126,0.0
TX_000221,CUST_0031,17-01-2026 23:45,162.14,grocery_pos,BENEF_0221,0.0
TX_000222,CUST_0007,18-01-2026 01:00,20.66,utilities,BENEF_0209,0.0
TX_000223,CUST_0006,18-01-2026 02:14,327.07,shopping_online,BENEF_0045,0.0
TX_000224,CUST_0068,18-01-2026 03:17,16.87,p2p_transfer,BENEF_0035,0.0
TX_000225,CUST_0068,18-01-2026 04:40,216.36,travel_flight,BENEF_0090,0.0
TX_000226,CUST_0074,18-01-2026 05:52,210.45,travel_flight,BENEF_0135,0.0
TX_000227,CUST_0084,18-01-2026 07:12,36.36,electronics,BENEF_0116,0.0
TX_000228,CUST_0084,18-01-2026 08:21,351.76,p2p_transfer,BENEF_0068,0.0
TX_000229,CUST_0016,18-01-2026 09:44,106.29,shopping_online,BENEF_0227,0.0
TX_000230,CUST_0018,18-01-2026 10:45,33.07,shopping_online,BENEF_0079,0.0
TX_000231,CUST_0031,18-01-2026 11:57,24.33,electronics,BENEF_0048,0.0
TX_000232,CUST_0022,18-01-2026 12:28,337.67,dining,BENEF_0182,0.0
TX_000233,CUST_0063,18-01-2026 13:43,119.06,shopping_online,BENEF_0156,0.0
TX_000234,CUST_0048,18-01-2026 14:27,199.37,dining,BENEF_0188,0.0
TX_000235,CUST_0007,18-01-2026 15:04,437.25,utilities,BENEF_0206,0.0
TX_000236,CUST_0013,18-01-2026 15:31,374.78,p2p_transfer,BENEF_0055,0.0
TX_000237,CUST_0030,18-01-2026 16:39,161.81,grocery_pos,BENEF_0194,0.0
TX_000238,CUST_0004,18-01-2026 16:55,209.57,travel_flight,BENEF_0202,0.0
TX_000239,CUST_0043,18-01-2026 17:58,413.6,travel_flight,BENEF_0136,0.0
TX_000240,CUST_0037,18-01-2026 18:13,359.91,travel_flight,BENEF_0054,0.0
TX_000241,CUST_0002,18-01-2026 18:28,327.29,electronics,BENEF_0157,0.0
TX_000242,CUST_0043,18-01-2026 19:17,188.68,electronics,BENEF_0240,0.0
TX_000243,CUST_0099,18-01-2026 19:45,345.95,utilities,BENEF_0020,0.0
TX_000244,CUST_0006,18-01-2026 20:21,248.72,p2p_transfer,BENEF_0103,0.0
TX_000245,CUST_0060,18-01-2026 20:53,155.28,utilities,BENEF_0106,0.0
TX_000246,CUST_0078,18-01-2026 21:33,83.96,p2p_transfer,BENEF_0190,0.0
TX_000247,CUST_0067,18-01-2026 22:01,133.2,electronics,BENEF_0053,0.0
TX_000248,CUST_0047,18-01-2026 23:28,338.4,shopping_online,BENEF_0011,0.0
TX_000249,CUST_0014,19-01-2026 00:14,223.86,p2p_transfer,BENEF_0090,0.0
TX_000250,CUST_0044,19-01-2026 01:35,96.13,electronics,BENEF_0236,0.0
TX_000251,CUST_0088,19-01-2026 02:23,282.49,shopping_online,BENEF_0210,0.0
TX_000252,CUST_0040,19-01-2026 03:42,220.16,electronics,BENEF_0134,0.0
TX_000253,CUST_0055,19-01-2026 04:56,60.24,travel_flight,BENEF_0025,0.0
TX_000254,CUST_0080,19-01-2026 05:54,289.49,shopping_online,BENEF_0009,0.0
TX_000255,CUST_0100,19-01-2026 07:11,198.78,electronics,BENEF_0057,0.0
TX_000256,CUST_0024,19-01-2026 08:13,267.22,electronics,BENEF_0248,0.0
TX_000257,CUST_0085,19-01-2026 09:20,337.52,grocery_pos,BENEF_0142,0.0
TX_000258,CUST_0063,19-01-2026 09:38,356.28,dining,BENEF_0214,0.0
TX_000259,CUST_0052,19-01-2026 10:28,310.73,p2p_transfer,BENEF_0239,0.0
TX_000260,CUST_0073,19-01-2026 11:40,152.6,grocery_pos,BENEF_0166,0.0
TX_000261,CUST_0068,19-01-2026 12:55,99.82,utilities,BENEF_0147,0.0
TX_000262,CUST_0026,19-01-2026 13:39,443.11,p2p_transfer,BENEF_0102,0.0
TX_000263,CUST_0085,19-01-2026 13:56,49.07,shopping_online,BENEF_0041,0.0
TX_000264,CUST_0025,19-01-2026 14:35,220.38,dining,BENEF_0233,0.0
TX_000265,CUST_0052,19-01-2026 14:52,373.84,grocery_pos,BENEF_0200,0.0
TX_000266,CUST_0094,19-01-2026 16:11,70.19,utilities,BENEF_0090,0.0
TX_000267,CUST_0093,19-01-2026 16:53,340.79,utilities,BENEF_0221,0.0
TX_000268,CUST_0078,19-01-2026 18:21,347.04,dining,BENEF_0065,0.0
TX_000269,CUST_0035,19-01-2026 19:02,2689.79,travel_flight,BENEF_SUSP_9490,1.0
TX_000270,CUST_0082,19-01-2026 20:05,59.07,grocery_pos,BENEF_0008,0.0
TX_000271,CUST_0042,19-01-2026 20:45,146.13,shopping_online,BENEF_0029,0.0
TX_000272,CUST_0009,19-01-2026 21:37,127.94,p2p_transfer,BENEF_0055,0.0
TX_000273,CUST_0014,19-01-2026 22:00,268.7,utilities,BENEF_0091,0.0
TX_000274,CUST_0035,19-01-2026 22:26,224.15,electronics,BENEF_0197,0.0
TX_000275,CUST_0098,19-01-2026 23:34,382.77,utilities,BENEF_0079,0.0
TX_000276,CUST_0076,20-01-2026 00:43,400.87,utilities,BENEF_0231,0.0
TX_000277,CUST_0009,20-01-2026 01:36,175.36,shopping_online,BENEF_0206,0.0
TX_000278,CUST_0056,20-01-2026 02:11,166.53,p2p_transfer,BENEF_0198,0.0
TX_000279,CUST_0058,20-01-2026 03:11,130.78,utilities,BENEF_0107,0.0
TX_000280,CUST_0044,20-01-2026 04:24,294.43,utilities,BENEF_0212,0.0
TX_000281,CUST_0064,20-01-2026 05:00,90.0,utilities,BENEF_0131,0.0
TX_000282,CUST_0090,20-01-2026 06:16,420.53,travel_flight,BENEF_0179,0.0
TX_000283,CUST_0040,20-01-2026 06:46,438.47,grocery_pos,BENEF_0143,0.0
TX_000284,CUST_0091,20-01-2026 07:19,257.47,shopping_online,BENEF_0034,0.0
TX_000285,CUST_0023,20-01-2026 07:58,342.67,electronics,BENEF_0249,0.0
TX_000286,CUST_0081,20-01-2026 09:28,422.99,grocery_pos,BENEF_0131,0.0
TX_000287,CUST_0077,20-01-2026 10:33,275.31,travel_flight,BENEF_0103,0.0
TX_000288,CUST_0041,20-01-2026 11:44,274.37,travel_flight,BENEF_0228,0.0
TX_000289,CUST_0030,20-01-2026 12:12,104.03,shopping_online,BENEF_0057,0.0
TX_000290,CUST_0058,20-01-2026 12:56,107.42,p2p_transfer,BENEF_0045,0.0
TX_000291,CUST_0013,20-01-2026 13:46,315.46,electronics,BENEF_0234,0.0
TX_000292,CUST_0046,20-01-2026 14:10,94.33,utilities,BENEF_0235,0.0
TX_000293,CUST_0096,20-01-2026 15:38,2694.78,p2p_transfer,BENEF_SUSP_9527,1.0
TX_000294,CUST_0024,20-01-2026 16:53,16.24,utilities,BENEF_0178,0.0
TX_000295,CUST_0093,20-01-2026 17:35,107.29,grocery_pos,BENEF_0209,0.0
TX_000296,CUST_0088,20-01-2026 18:47,229.67,travel_flight,BENEF_0160,0.0
TX_000297,CUST_0037,20-01-2026 20:04,337.01,p2p_transfer,BENEF_0044,0.0
TX_000298,CUST_0040,20-01-2026 20:56,190.48,p2p_transfer,BENEF_0145,0.0
TX_000299,CUST_0092,20-01-2026 21:58,46.85,p2p_transfer,BENEF_0084,0.0
TX_000300,CUST_0023,20-01-2026 22:15,2312.33,p2p_transfer,BENEF_SUSP_9524,1.0
TX_000301,CUST_0009,20-01-2026 23:17,269.2,shopping_online,BENEF_0111,0.0
TX_000302,CUST_0022,20-01-2026 23:59,416.99,grocery_pos,BENEF_0214,0.0
TX_000303,CUST_0026,21-01-2026 00:15,43.45,p2p_transfer,BENEF_0078,0.0
TX_000304,CUST_0053,21-01-2026 01:24,422.48,utilities,BENEF_0016,0.0
